場名,場コード,開催日,レース,枠,登録番号,級別,氏名,F数,L数,平均ST,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,支部,出身,年齢,締切時刻
蒲郡,07,20260620,1R,1,3875,B1,廣中　　良一,0,0,0.17,4.11,21.78,35.64,5.44,37.04,51.85,山口,山口,49,15:25
蒲郡,07,20260620,1R,2,4431,B1,石塚　　裕介,0,0,0.16,4.69,28.57,41.43,5.45,35.48,58.06,三重,三重,40,15:25
蒲郡,07,20260620,1R,3,5006,B1,久保原　秀人,0,0,0.17,3.52,14.61,28.09,3.97,13.79,34.48,群馬,群馬,29,15:25
蒲郡,07,20260620,1R,4,3741,B1,松尾　　基成,0,0,0.19,3.56,16.05,23.46,2.73,0.00,18.18,福岡,福岡,52,15:25
蒲郡,07,20260620,1R,5,4665,B1,加藤　　啓太,0,0,0.18,3.83,9.30,30.23,4.14,21.43,39.29,愛知,愛知,42,15:25
蒲郡,07,20260620,1R,6,3793,B1,高橋　　真吾,0,0,0.17,4.25,21.88,43.75,4.50,25.00,42.86,埼玉,東京,53,15:25
蒲郡,07,20260620,2R,1,4201,B1,佐竹　　友樹,0,0,0.16,4.23,20.00,34.44,4.86,14.29,57.14,埼玉,宮城,43,15:53
蒲郡,07,20260620,2R,2,5010,A2,宇留田　翔平,0,0,0.15,5.28,36.59,54.47,3.25,12.50,12.50,三重,三重,29,15:53
蒲郡,07,20260620,2R,3,4893,B1,渡邉　真奈美,0,0,0.17,5.35,32.98,47.87,4.22,11.11,44.44,東京,千葉,35,15:53
蒲郡,07,20260620,2R,4,4461,B1,安田　　吉宏,0,0,0.17,4.40,16.85,44.94,4.10,13.79,37.93,三重,岐阜,40,15:53
蒲郡,07,20260620,2R,5,4995,B1,田邉　　亮蔵,0,0,0.18,4.71,28.21,39.74,0.00,0.00,0.00,東京,千葉,35,15:53
蒲郡,07,20260620,2R,6,3542,B1,清水　　紀克,0,0,0.19,3.97,20.00,32.63,3.86,25.00,31.82,愛知,愛知,57,15:53
蒲郡,07,20260620,3R,1,5070,B1,中島　　　航,0,0,0.18,3.48,17.46,25.40,4.04,22.22,29.63,東京,千葉,32,16:24
蒲郡,07,20260620,3R,2,3432,B1,宮迫　　暢彦,1,0,0.16,4.03,20.00,35.71,4.39,27.78,33.33,大阪,大阪,58,16:24
蒲郡,07,20260620,3R,3,5014,B1,梶山　　涼斗,0,0,0.13,4.85,30.38,46.84,3.70,18.52,29.63,佐賀,佐賀,28,16:24
蒲郡,07,20260620,3R,4,5057,B1,上田　　紗奈,0,0,0.16,5.64,41.41,52.53,0.00,0.00,0.00,大阪,大阪,29,16:24
蒲郡,07,20260620,3R,5,4652,A2,酒見　　峻介,0,0,0.16,4.74,20.00,43.53,5.54,39.29,53.57,佐賀,兵庫,40,16:24
蒲郡,07,20260620,3R,6,5291,B1,三嶌　こころ,0,0,0.19,3.86,17.86,31.25,3.29,5.88,17.65,香川,香川,24,16:24
蒲郡,07,20260620,4R,1,5115,B2,香川　　颯太,0,0,0.15,5.17,37.50,51.39,5.55,27.27,54.55,滋賀,京都,26,16:52
蒲郡,07,20260620,4R,2,3277,B1,齋藤　　　勇,0,0,0.17,4.24,19.78,32.97,3.85,21.21,33.33,東京,東京,59,16:52
蒲郡,07,20260620,4R,3,4649,A2,和田　　操拓,0,0,0.12,5.22,32.77,50.42,5.74,39.13,56.52,滋賀,京都,42,16:52
蒲郡,07,20260620,4R,4,5218,A2,山田　　理央,1,0,0.15,6.64,46.51,69.77,6.33,38.10,66.67,香川,愛媛,26,16:52
蒲郡,07,20260620,4R,5,3845,B1,中谷　　朋子,0,0,0.19,5.49,32.35,55.88,5.76,38.10,59.52,兵庫,兵庫,49,16:52
蒲郡,07,20260620,4R,6,5393,B2,藤原　　　駿,0,0,0.22,1.47,0.00,1.32,1.53,0.00,0.00,大阪,奈良,25,16:52
蒲郡,07,20260620,5R,1,5006,B1,久保原　秀人,0,0,0.17,3.52,14.61,28.09,3.97,13.79,34.48,群馬,群馬,29,17:22
蒲郡,07,20260620,5R,2,4120,A2,柘植　　政浩,0,0,0.18,5.77,41.94,55.65,5.52,36.36,51.52,滋賀,滋賀,44,17:22
蒲郡,07,20260620,5R,3,3577,B1,向所　　浩二,0,0,0.15,4.74,23.26,40.70,4.73,26.67,26.67,兵庫,兵庫,53,17:22
蒲郡,07,20260620,5R,4,4684,A2,楠原　　翔太,0,0,0.14,5.32,29.91,53.27,5.75,37.50,50.00,福岡,福岡,35,17:22
蒲郡,07,20260620,5R,5,3793,B1,高橋　　真吾,0,0,0.17,4.25,21.88,43.75,4.50,25.00,42.86,埼玉,東京,53,17:22
蒲郡,07,20260620,5R,6,4635,B1,峰重　　力也,0,0,0.15,5.55,39.13,55.07,6.20,50.00,70.00,岡山,岡山,36,17:22
蒲郡,07,20260620,6R,1,4781,B2,西舘　　果里,1,0,0.14,4.82,35.71,39.29,0.00,0.00,0.00,東京,神奈川,39,17:50
蒲郡,07,20260620,6R,2,5252,A2,荒木　　颯斗,0,0,0.15,5.82,40.32,62.90,4.50,22.22,50.00,愛知,愛知,23,17:50
蒲郡,07,20260620,6R,3,3875,B1,廣中　　良一,0,0,0.17,4.11,21.78,35.64,5.44,37.04,51.85,山口,山口,49,17:50
蒲郡,07,20260620,6R,4,4201,B1,佐竹　　友樹,0,0,0.16,4.23,20.00,34.44,4.86,14.29,57.14,埼玉,宮城,43,17:50
蒲郡,07,20260620,6R,5,4357,A1,田中　　和也,0,0,0.16,6.96,56.41,75.21,7.57,66.67,76.19,大阪,大阪,41,17:50
蒲郡,07,20260620,6R,6,3741,B1,松尾　　基成,0,0,0.19,3.56,16.05,23.46,2.73,0.00,18.18,福岡,福岡,52,17:50
蒲郡,07,20260620,7R,1,4995,B1,田邉　　亮蔵,0,0,0.18,4.71,28.21,39.74,0.00,0.00,0.00,東京,千葉,35,18:19
蒲郡,07,20260620,7R,2,4665,B1,加藤　　啓太,0,0,0.18,3.83,9.30,30.23,4.14,21.43,39.29,愛知,愛知,42,18:19
蒲郡,07,20260620,7R,3,4938,A1,小芦　るり華,0,0,0.15,6.69,50.00,61.67,8.40,70.00,90.00,佐賀,佐賀,28,18:19
蒲郡,07,20260620,7R,4,3484,A2,芝田　　浩治,0,0,0.16,5.75,42.42,56.57,6.62,46.15,61.54,兵庫,兵庫,54,18:19
蒲郡,07,20260620,7R,5,5291,B1,三嶌　こころ,0,0,0.19,3.86,17.86,31.25,3.29,5.88,17.65,香川,香川,24,18:19
蒲郡,07,20260620,7R,6,5007,B1,近藤　雄一郎,1,0,0.16,4.99,26.37,45.05,4.61,33.33,44.44,東京,福島,29,18:19
蒲郡,07,20260620,8R,1,5377,B1,鳥居塚　嶺王,0,0,0.15,3.73,15.71,32.86,0.00,0.00,0.00,群馬,群馬,22,18:47
蒲郡,07,20260620,8R,2,5057,B1,上田　　紗奈,0,0,0.16,5.64,41.41,52.53,0.00,0.00,0.00,大阪,大阪,29,18:47
蒲郡,07,20260620,8R,3,5218,A2,山田　　理央,1,0,0.15,6.64,46.51,69.77,6.33,38.10,66.67,香川,愛媛,26,18:47
蒲郡,07,20260620,8R,4,5070,B1,中島　　　航,0,0,0.18,3.48,17.46,25.40,4.04,22.22,29.63,東京,千葉,32,18:47
蒲郡,07,20260620,8R,5,5393,B2,藤原　　　駿,0,0,0.22,1.47,0.00,1.32,1.53,0.00,0.00,大阪,奈良,25,18:47
蒲郡,07,20260620,8R,6,4461,B1,安田　　吉宏,0,0,0.17,4.40,16.85,44.94,4.10,13.79,37.93,三重,岐阜,40,18:47
蒲郡,07,20260620,9R,1,4684,A2,楠原　　翔太,0,0,0.14,5.32,29.91,53.27,5.75,37.50,50.00,福岡,福岡,35,19:17
蒲郡,07,20260620,9R,2,3845,B1,中谷　　朋子,0,0,0.19,5.49,32.35,55.88,5.76,38.10,59.52,兵庫,兵庫,49,19:17
蒲郡,07,20260620,9R,3,4431,B1,石塚　　裕介,0,0,0.16,4.69,28.57,41.43,5.45,35.48,58.06,三重,三重,40,19:17
蒲郡,07,20260620,9R,4,4649,A2,和田　　操拓,0,0,0.12,5.22,32.77,50.42,5.74,39.13,56.52,滋賀,京都,42,19:17
蒲郡,07,20260620,9R,5,4893,B1,渡邉　真奈美,0,0,0.17,5.35,32.98,47.87,4.22,11.11,44.44,東京,千葉,35,19:17
蒲郡,07,20260620,9R,6,5014,B1,梶山　　涼斗,0,0,0.13,4.85,30.38,46.84,3.70,18.52,29.63,佐賀,佐賀,28,19:17
蒲郡,07,20260620,10R,1,3542,B1,清水　　紀克,0,0,0.19,3.97,20.00,32.63,3.86,25.00,31.82,愛知,愛知,57,19:47
蒲郡,07,20260620,10R,2,4357,A1,田中　　和也,0,0,0.16,6.96,56.41,75.21,7.57,66.67,76.19,大阪,大阪,41,19:47
蒲郡,07,20260620,10R,3,4120,A2,柘植　　政浩,0,0,0.18,5.77,41.94,55.65,5.52,36.36,51.52,滋賀,滋賀,44,19:47
蒲郡,07,20260620,10R,4,5252,A2,荒木　　颯斗,0,0,0.15,5.82,40.32,62.90,4.50,22.22,50.00,愛知,愛知,23,19:47
蒲郡,07,20260620,10R,5,3432,B1,宮迫　　暢彦,1,0,0.16,4.03,20.00,35.71,4.39,27.78,33.33,大阪,大阪,58,19:47
蒲郡,07,20260620,10R,6,3277,B1,齋藤　　　勇,0,0,0.17,4.24,19.78,32.97,3.85,21.21,33.33,東京,東京,59,19:47
蒲郡,07,20260620,11R,1,4938,A1,小芦　るり華,0,0,0.15,6.69,50.00,61.67,8.40,70.00,90.00,佐賀,佐賀,28,20:15
蒲郡,07,20260620,11R,2,4652,A2,酒見　　峻介,0,0,0.16,4.74,20.00,43.53,5.54,39.29,53.57,佐賀,兵庫,40,20:15
蒲郡,07,20260620,11R,3,3484,A2,芝田　　浩治,0,0,0.16,5.75,42.42,56.57,6.62,46.15,61.54,兵庫,兵庫,54,20:15
蒲郡,07,20260620,11R,4,5377,B1,鳥居塚　嶺王,0,0,0.15,3.73,15.71,32.86,0.00,0.00,0.00,群馬,群馬,22,20:15
蒲郡,07,20260620,11R,5,5010,A2,宇留田　翔平,0,0,0.15,5.28,36.59,54.47,3.25,12.50,12.50,三重,三重,29,20:15
蒲郡,07,20260620,11R,6,5115,B2,香川　　颯太,0,0,0.15,5.17,37.50,51.39,5.55,27.27,54.55,滋賀,京都,26,20:15
蒲郡,07,20260620,12R,1,4471,A1,新田　　泰章,0,0,0.15,6.43,45.90,60.66,7.08,56.00,72.00,広島,広島,39,20:45
蒲郡,07,20260620,12R,2,4193,A1,郷原　　章平,0,0,0.17,5.82,38.10,55.56,4.78,39.13,47.83,福岡,福岡,44,20:45
蒲郡,07,20260620,12R,3,4771,A1,下寺　　秀和,0,0,0.15,7.07,57.46,75.37,6.14,52.38,61.90,広島,広島,33,20:45
蒲郡,07,20260620,12R,4,4079,A2,出畑　　孝典,0,0,0.16,5.86,37.96,59.26,6.05,40.91,63.64,福岡,福岡,47,20:45
蒲郡,07,20260620,12R,5,4314,A2,青木　幸太郎,0,0,0.14,5.49,36.73,55.10,6.42,53.85,61.54,福岡,福岡,42,20:45
蒲郡,07,20260620,12R,6,4051,A1,清水　　敦揮,0,0,0.17,6.69,46.59,71.59,7.47,62.79,79.07,岡山,岡山,45,20:45
常滑,08,20260621,1R,1,4306,A2,畔柳　　俊吾,0,0,0.17,4.88,23.53,48.24,5.27,23.33,56.67,愛知,愛知,42,10:38
常滑,08,20260621,1R,2,5041,B1,荒牧　　凪沙,1,0,0.16,4.50,20.59,38.24,6.18,45.45,63.64,福岡,福岡,27,10:38
常滑,08,20260621,1R,3,4663,B2,籾山　　佳岳,0,0,0.16,5.66,36.59,53.66,5.21,34.21,50.00,愛知,愛知,43,10:38
常滑,08,20260621,1R,4,4636,B1,赤池　　修平,0,0,0.18,3.96,21.62,35.14,3.40,20.00,30.00,徳島,徳島,36,10:38
常滑,08,20260621,1R,5,3303,B1,渡辺　　　豊,0,0,0.20,4.85,25.74,47.52,4.79,25.00,45.83,東京,神奈川,58,10:38
常滑,08,20260621,1R,6,4054,B1,福嶋　　智之,0,0,0.16,4.69,30.00,42.22,6.07,46.67,66.67,岡山,岡山,48,10:38
常滑,08,20260621,2R,1,4062,B1,後藤　　陽介,0,0,0.18,4.30,21.65,38.14,5.19,30.91,46.36,愛知,愛知,47,11:06
常滑,08,20260621,2R,2,4148,A2,枝尾　　　賢,0,0,0.16,6.26,45.38,63.03,6.29,38.10,76.19,福岡,福岡,44,11:06
常滑,08,20260621,2R,3,5102,B1,原田　　雄次,0,0,0.18,4.40,25.00,43.06,4.25,16.67,50.00,福岡,福岡,28,11:06
常滑,08,20260621,2R,4,5354,B2,渡邊　　雄斗,0,0,0.22,3.76,20.00,31.43,1.86,0.00,0.00,三重,宮崎,21,11:06
常滑,08,20260621,2R,5,4890,B1,石川　　　諒,0,0,0.13,5.94,37.78,66.67,5.50,27.27,59.09,山口,山口,37,11:06
常滑,08,20260621,2R,6,4512,A1,高野　　哲史,0,0,0.16,6.59,51.45,64.49,7.48,62.96,81.48,兵庫,兵庫,37,11:06
常滑,08,20260621,3R,1,4176,B1,樋口　　喜彦,0,0,0.15,3.33,13.89,27.78,4.45,27.27,45.45,兵庫,大阪,43,11:34
常滑,08,20260621,3R,2,4797,A2,中山　　　将,0,0,0.15,6.97,55.22,77.61,5.56,37.50,56.25,三重,三重,34,11:34
常滑,08,20260621,3R,3,3340,B1,池田　　雷太,0,0,0.19,4.35,23.53,34.31,1.88,0.00,12.50,東京,東京,60,11:34
常滑,08,20260621,3R,4,4103,B1,山崎　　善庸,0,0,0.23,3.44,10.96,20.55,3.67,16.67,16.67,埼玉,東京,46,11:34
常滑,08,20260621,3R,5,4377,A1,濱本　　優一,0,0,0.15,5.86,45.30,62.39,7.69,62.50,87.50,大阪,大阪,42,11:34
常滑,08,20260621,3R,6,5405,B2,竹内　　　来,0,0,0.19,2.31,2.99,11.94,1.56,0.00,2.78,愛知,愛知,21,11:34
常滑,08,20260621,4R,1,4672,B1,守屋　　大地,0,0,0.18,4.20,19.59,34.02,4.86,28.57,47.62,岡山,岡山,40,12:03
常滑,08,20260621,4R,2,4470,A1,平田　健之佑,0,0,0.14,6.23,44.21,68.42,6.73,46.15,65.38,三重,三重,39,12:03
常滑,08,20260621,4R,3,4811,B1,向井田　佑紀,0,0,0.16,4.87,27.36,44.34,4.78,28.13,43.75,広島,広島,37,12:03
常滑,08,20260621,4R,4,5122,B2,相馬　　　翔,1,0,0.18,4.44,26.47,41.18,2.92,16.67,16.67,埼玉,埼玉,24,12:03
常滑,08,20260621,4R,5,4551,A2,三川　　昂暁,0,0,0.18,5.94,45.10,61.76,5.13,25.00,50.00,福岡,福岡,37,12:03
常滑,08,20260621,4R,6,5047,B1,國分　将太郎,0,0,0.20,5.63,34.18,58.23,5.63,31.43,54.29,東京,福島,32,12:03
常滑,08,20260621,5R,1,5154,B1,村松　　栄太,0,0,0.19,4.61,23.30,40.78,4.07,14.29,28.57,広島,広島,29,12:31
常滑,08,20260621,5R,2,4958,A2,溝口　海義也,0,0,0.14,6.40,41.09,63.57,5.90,30.00,70.00,福岡,福岡,30,12:31
常滑,08,20260621,5R,3,4836,B2,大谷　　健太,0,0,0.20,5.71,37.68,59.42,4.89,26.32,50.00,埼玉,埼玉,37,12:31
常滑,08,20260621,5R,4,4926,A1,吉川　　貴仁,0,0,0.14,7.68,62.89,82.47,5.38,50.00,62.50,三重,三重,32,12:31
常滑,08,20260621,5R,5,5009,B1,大賀　龍之介,1,0,0.16,5.19,34.00,49.00,3.83,16.67,25.00,福岡,福岡,29,12:31
常滑,08,20260621,5R,6,4788,A2,小池　　哲也,0,0,0.15,5.50,33.03,55.96,8.00,57.14,71.43,大阪,大阪,36,12:31
常滑,08,20260621,6R,1,4052,A2,興津　　　藍,0,0,0.16,5.87,40.00,58.40,6.19,52.38,66.67,徳島,兵庫,45,13:00
常滑,08,20260621,6R,2,3306,B1,武田　　正紀,0,0,0.16,4.01,17.72,36.71,3.30,10.00,30.00,埼玉,東京,58,13:00
常滑,08,20260621,6R,3,5354,B2,渡邊　　雄斗,0,0,0.22,3.76,20.00,31.43,1.86,0.00,0.00,三重,宮崎,21,13:00
常滑,08,20260621,6R,4,3967,B1,鈴木　　茂高,0,0,0.18,4.84,29.89,43.68,4.79,31.03,44.83,愛知,愛知,46,13:00
常滑,08,20260621,6R,5,4278,A1,藤岡　　俊介,0,0,0.12,6.86,53.79,66.67,8.29,85.71,85.71,兵庫,兵庫,42,13:00
常滑,08,20260621,6R,6,5041,B1,荒牧　　凪沙,1,0,0.16,4.50,20.59,38.24,6.18,45.45,63.64,福岡,福岡,27,13:00
常滑,08,20260621,7R,1,3297,B1,藤丸　　光一,0,0,0.18,4.40,18.75,41.25,4.41,11.76,52.94,福岡,福岡,59,13:31
常滑,08,20260621,7R,2,4103,B1,山崎　　善庸,0,0,0.23,3.44,10.96,20.55,3.67,16.67,16.67,埼玉,東京,46,13:31
常滑,08,20260621,7R,3,4083,A1,福島　　勇樹,0,0,0.14,7.40,61.24,76.74,5.88,33.33,58.33,東京,東京,46,13:31
常滑,08,20260621,7R,4,4663,B2,籾山　　佳岳,0,0,0.16,5.66,36.59,53.66,5.21,34.21,50.00,愛知,愛知,43,13:31
常滑,08,20260621,7R,5,3499,A2,市川　　哲也,0,0,0.13,6.02,40.00,59.05,6.73,63.64,72.73,広島,広島,57,13:31
常滑,08,20260621,7R,6,3653,B1,品川　　賢次,1,0,0.18,4.66,23.53,45.59,4.18,21.21,33.33,群馬,群馬,52,13:31
常滑,08,20260621,8R,1,3303,B1,渡辺　　　豊,0,0,0.20,4.85,25.74,47.52,4.79,25.00,45.83,東京,神奈川,58,14:00
常滑,08,20260621,8R,2,4614,A1,石倉　　洋行,0,0,0.14,6.77,50.98,70.59,0.00,0.00,0.00,福岡,福岡,46,14:00
常滑,08,20260621,8R,3,5122,B2,相馬　　　翔,1,0,0.18,4.44,26.47,41.18,2.92,16.67,16.67,埼玉,埼玉,24,14:00
常滑,08,20260621,8R,4,4062,B1,後藤　　陽介,0,0,0.18,4.30,21.65,38.14,5.19,30.91,46.36,愛知,愛知,47,14:00
常滑,08,20260621,8R,5,4842,A2,山下　　昂大,1,0,0.17,6.04,40.37,61.47,6.39,47.83,69.57,岡山,岡山,34,14:00
常滑,08,20260621,8R,6,4097,B1,貫地谷　直人,0,0,0.20,3.69,14.67,30.67,4.25,25.00,37.50,広島,広島,44,14:00
常滑,08,20260621,9R,1,4926,A1,吉川　　貴仁,0,0,0.14,7.68,62.89,82.47,5.38,50.00,62.50,三重,三重,32,14:32
常滑,08,20260621,9R,2,4173,B1,岡谷　　健吾,0,0,0.18,5.32,36.54,53.85,5.63,40.63,62.50,広島,広島,43,14:32
常滑,08,20260621,9R,3,4113,B1,木村　　浩士,0,0,0.19,4.60,23.66,38.71,4.43,28.57,35.71,群馬,群馬,45,14:32
常滑,08,20260621,9R,4,4306,A2,畔柳　　俊吾,0,0,0.17,4.88,23.53,48.24,5.27,23.33,56.67,愛知,愛知,42,14:32
常滑,08,20260621,9R,5,4672,B1,守屋　　大地,0,0,0.18,4.20,19.59,34.02,4.86,28.57,47.62,岡山,岡山,40,14:32
常滑,08,20260621,9R,6,5102,B1,原田　　雄次,0,0,0.18,4.40,25.00,43.06,4.25,16.67,50.00,福岡,福岡,28,14:32
常滑,08,20260621,10R,1,3967,B1,鈴木　　茂高,0,0,0.18,4.84,29.89,43.68,4.79,31.03,44.83,愛知,愛知,46,14:58
常滑,08,20260621,10R,2,4788,A2,小池　　哲也,0,0,0.15,5.50,33.03,55.96,8.00,57.14,71.43,大阪,大阪,36,14:58
常滑,08,20260621,10R,3,4054,B1,福嶋　　智之,0,0,0.16,4.69,30.00,42.22,6.07,46.67,66.67,岡山,岡山,48,14:58
常滑,08,20260621,10R,4,4797,A2,中山　　　将,0,0,0.15,6.97,55.22,77.61,5.56,37.50,56.25,三重,三重,34,14:58
常滑,08,20260621,10R,5,4811,B1,向井田　佑紀,0,0,0.16,4.87,27.36,44.34,4.78,28.13,43.75,広島,広島,37,14:58
常滑,08,20260621,10R,6,4148,A2,枝尾　　　賢,0,0,0.16,6.26,45.38,63.03,6.29,38.10,76.19,福岡,福岡,44,14:58
常滑,08,20260621,11R,1,3499,A2,市川　　哲也,0,0,0.13,6.02,40.00,59.05,6.73,63.64,72.73,広島,広島,57,15:35
常滑,08,20260621,11R,2,4551,A2,三川　　昂暁,0,0,0.18,5.94,45.10,61.76,5.13,25.00,50.00,福岡,福岡,37,15:35
常滑,08,20260621,11R,3,4890,B1,石川　　　諒,0,0,0.13,5.94,37.78,66.67,5.50,27.27,59.09,山口,山口,37,15:35
常滑,08,20260621,11R,4,3305,B1,小野　　信樹,0,0,0.17,3.96,19.51,32.93,2.67,8.33,8.33,岡山,岡山,58,15:35
常滑,08,20260621,11R,5,4958,A2,溝口　海義也,0,0,0.14,6.40,41.09,63.57,5.90,30.00,70.00,福岡,福岡,30,15:35
常滑,08,20260621,11R,6,3340,B1,池田　　雷太,0,0,0.19,4.35,23.53,34.31,1.88,0.00,12.50,東京,東京,60,15:35
常滑,08,20260621,12R,1,4278,A1,藤岡　　俊介,0,0,0.12,6.86,53.79,66.67,8.29,85.71,85.71,兵庫,兵庫,42,16:11
常滑,08,20260621,12R,2,4377,A1,濱本　　優一,0,0,0.15,5.86,45.30,62.39,7.69,62.50,87.50,大阪,大阪,42,16:11
常滑,08,20260621,12R,3,4512,A1,高野　　哲史,0,0,0.16,6.59,51.45,64.49,7.48,62.96,81.48,兵庫,兵庫,37,16:11
常滑,08,20260621,12R,4,4083,A1,福島　　勇樹,0,0,0.14,7.40,61.24,76.74,5.88,33.33,58.33,東京,東京,46,16:11
常滑,08,20260621,12R,5,4614,A1,石倉　　洋行,0,0,0.14,6.77,50.98,70.59,0.00,0.00,0.00,福岡,福岡,46,16:11
常滑,08,20260621,12R,6,4470,A1,平田　健之佑,0,0,0.14,6.23,44.21,68.42,6.73,46.15,65.38,三重,三重,39,16:11
津,09,20260620,1R,1,4608,A2,荒井　　翔伍,0,0,0.16,5.89,39.64,61.26,5.57,35.71,57.14,東京,千葉,36,10:39
津,09,20260620,1R,2,4229,B1,市川　　美宏,0,0,0.18,3.49,9.46,31.08,4.29,28.57,28.57,静岡,静岡,43,10:39
津,09,20260620,1R,3,4145,B1,小澤　　　学,0,0,0.25,3.77,14.10,30.77,3.18,0.00,11.76,東京,千葉,44,10:39
津,09,20260620,1R,4,4892,B1,柴田　　直哉,0,0,0.18,5.17,36.59,50.00,5.28,28.13,62.50,福岡,福岡,35,10:39
津,09,20260620,1R,5,4766,B1,石井　　孝之,0,0,0.17,4.38,24.24,39.39,4.36,21.43,42.86,群馬,群馬,35,10:39
津,09,20260620,1R,6,4346,B1,前田　健太郎,0,0,0.17,4.39,29.13,35.92,0.00,0.00,0.00,福岡,福岡,41,10:39
津,09,20260620,2R,1,4623,B1,中北　　将史,0,0,0.14,4.77,28.57,41.96,4.80,26.56,40.63,三重,三重,41,11:07
津,09,20260620,2R,2,3745,B1,橋本　　年光,0,0,0.17,5.34,30.59,52.94,5.88,38.10,57.14,兵庫,兵庫,51,11:07
津,09,20260620,2R,3,3906,B1,飯山　　晃三,0,0,0.18,4.27,24.27,39.81,5.71,42.86,57.14,長崎,長崎,48,11:07
津,09,20260620,2R,4,4943,B1,八木　　治樹,0,0,0.14,3.87,13.25,27.71,4.92,33.33,50.00,愛知,愛知,35,11:07
津,09,20260620,2R,5,5385,B2,鈴木　　柊介,0,0,0.16,2.57,7.35,16.18,2.08,0.00,7.69,静岡,静岡,21,11:07
津,09,20260620,2R,6,3812,B1,山崎　　聖司,0,0,0.16,4.35,17.72,43.04,5.27,27.27,60.61,東京,千葉,50,11:07
津,09,20260620,3R,1,4894,B1,原村　　拓也,0,0,0.22,4.88,24.27,49.51,0.00,0.00,0.00,香川,香川,35,11:36
津,09,20260620,3R,2,5275,A2,松田　　淳平,0,0,0.15,6.71,54.03,68.55,4.79,27.91,40.70,三重,三重,24,11:36
津,09,20260620,3R,3,4945,B1,上村　　宏太,0,0,0.19,4.21,18.48,34.78,5.11,27.78,61.11,東京,東京,34,11:36
津,09,20260620,3R,4,4654,A2,篠田　　優也,0,0,0.15,6.41,44.90,67.35,6.08,53.85,53.85,兵庫,兵庫,40,11:36
津,09,20260620,3R,5,4736,A1,高倉　　和士,0,0,0.12,6.75,50.93,69.44,7.74,61.90,83.33,福岡,福岡,34,11:36
津,09,20260620,3R,6,5364,B2,金子　　怜央,0,0,0.18,2.50,4.29,11.43,1.89,5.56,5.56,群馬,群馬,26,11:36
津,09,20260620,4R,1,4082,B1,濱崎　　　誠,0,0,0.15,5.75,42.31,58.65,5.55,39.39,54.55,大阪,大阪,46,12:08
津,09,20260620,4R,2,5349,B2,宮崎　　奏磨,0,0,0.19,1.46,1.45,1.45,1.21,0.00,0.00,静岡,静岡,22,12:08
津,09,20260620,4R,3,3950,B1,石川　　哲秀,0,0,0.16,4.16,21.69,39.76,2.43,14.29,14.29,大阪,大阪,50,12:08
津,09,20260620,4R,4,4640,A2,山ノ内　雅人,0,0,0.15,6.13,40.16,66.14,5.70,40.00,60.00,福岡,福岡,35,12:08
津,09,20260620,4R,5,4174,A1,赤坂　　俊輔,0,0,0.16,6.25,37.90,65.32,7.20,50.00,70.00,長崎,長崎,43,12:08
津,09,20260620,4R,6,5020,B1,宮村　　勇哉,0,0,0.15,4.49,24.68,41.56,4.41,26.42,34.91,三重,三重,34,12:08
津,09,20260620,5R,1,4366,A1,前沢　　丈史,0,0,0.15,6.81,50.00,72.79,6.33,33.33,55.56,東京,茨城,40,12:39
津,09,20260620,5R,2,4875,B1,大塚　　康雅,0,0,0.18,4.94,29.41,45.88,5.33,23.81,61.90,東京,神奈川,31,12:39
津,09,20260620,5R,3,4390,B1,松本　　弓雄,0,0,0.21,4.29,19.00,37.00,0.00,0.00,0.00,徳島,高知,40,12:39
津,09,20260620,5R,4,4332,B1,村上　　彰一,0,0,0.19,4.51,26.67,40.00,4.00,21.74,34.78,福岡,福岡,42,12:39
津,09,20260620,5R,5,4229,B1,市川　　美宏,0,0,0.18,3.49,9.46,31.08,4.29,28.57,28.57,静岡,静岡,43,12:39
津,09,20260620,5R,6,5402,B2,塚越　　陸斗,1,0,0.18,1.46,2.08,2.08,1.29,0.00,0.00,群馬,群馬,23,12:39
津,09,20260620,6R,1,4379,A1,桑島　　和宏,0,0,0.16,6.09,39.83,61.02,6.42,42.11,68.42,東京,千葉,41,13:10
津,09,20260620,6R,2,4943,B1,八木　　治樹,0,0,0.14,3.87,13.25,27.71,4.92,33.33,50.00,愛知,愛知,35,13:10
津,09,20260620,6R,3,4766,B1,石井　　孝之,0,0,0.17,4.38,24.24,39.39,4.36,21.43,42.86,群馬,群馬,35,13:10
津,09,20260620,6R,4,4248,B1,岡本　　　大,0,0,0.16,4.28,18.07,43.37,2.94,0.00,25.00,長崎,長崎,44,13:10
津,09,20260620,6R,5,5126,A1,山下　　大輝,0,0,0.15,6.50,48.00,65.00,6.47,53.33,73.33,兵庫,兵庫,29,13:10
津,09,20260620,6R,6,4779,B1,伊倉　　　光,0,0,0.16,5.21,27.38,48.81,4.35,23.53,23.53,東京,神奈川,40,13:10
津,09,20260620,7R,1,4583,A2,古田　　祐貴,0,0,0.14,4.94,26.79,45.54,4.45,27.27,36.36,香川,香川,36,13:41
津,09,20260620,7R,2,4951,B1,新田　　洋一,1,0,0.14,5.09,26.67,51.11,7.33,53.33,86.67,広島,広島,32,13:41
津,09,20260620,7R,3,3812,B1,山崎　　聖司,0,0,0.16,4.35,17.72,43.04,5.27,27.27,60.61,東京,千葉,50,13:41
