登録番号,集計開始,集計終了,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ,まくり率,差し率,前づけ平均,前づけ率
2538,2025-12-27,2026-06-27,101,2,1,1,0,0,0,0,0.0,50.0,-0.04,1.0
2878,2025-12-27,2026-06-27,101,13,8,2,0,3,0,0,0.0,15.4,0.11,1.0
3024,2025-12-27,2026-06-27,71,24,13,5,4,0,2,0,16.7,20.8,1.79,50.7
3054,2025-12-27,2026-06-27,92,18,5,2,8,1,2,0,44.4,11.1,-0.01,0.0
3070,2025-12-27,2026-06-27,69,16,7,6,2,0,1,0,12.5,37.5,0.81,26.9
3072,2025-12-27,2026-06-27,94,10,7,2,1,0,0,0,10.0,20.0,1.65,48.9
3075,2025-12-27,2026-06-27,105,13,5,0,4,1,3,0,30.8,0.0,0.0,1.0
3081,2025-12-27,2026-06-27,64,11,4,3,3,0,0,1,27.3,27.3,0.0,0.0
3105,2025-12-27,2026-06-27,97,15,8,3,3,1,0,0,20.0,20.0,-0.02,0.0
3107,2025-12-27,2026-06-27,70,3,1,1,1,0,0,0,33.3,33.3,-0.06,0.0
3156,2025-12-27,2026-06-27,94,5,3,0,1,1,0,0,20.0,0.0,0.4,14.9
3158,2025-12-27,2026-06-27,109,22,15,1,3,2,1,0,13.6,4.5,0.01,0.0
3159,2025-12-27,2026-06-27,88,30,16,9,5,0,0,0,16.7,30.0,1.43,39.8
3161,2025-12-27,2026-06-27,86,6,3,0,1,0,2,0,16.7,0.0,0.52,16.9
3175,2025-12-27,2026-06-27,91,6,2,1,1,2,0,0,16.7,16.7,-0.02,1.1
3176,2025-12-27,2026-06-27,34,2,2,0,0,0,0,0,0.0,0.0,0.09,0.0
3202,2025-12-27,2026-06-27,107,8,4,0,0,1,3,0,0.0,0.0,-0.01,0.0
3207,2025-12-27,2026-06-27,97,3,2,0,0,1,0,0,0.0,0.0,-0.08,0.0
3211,2025-12-27,2026-06-27,85,4,3,0,1,0,0,0,25.0,0.0,-0.05,0.0
3212,2025-12-27,2026-06-27,95,10,7,1,2,0,0,0,20.0,10.0,0.43,16.3
3224,2025-12-27,2026-06-27,106,5,3,0,1,1,0,0,20.0,0.0,0.02,1.0
3226,2025-12-27,2026-06-27,83,6,4,0,1,1,0,0,16.7,0.0,-0.01,0.0
3232,2025-12-27,2026-06-27,93,22,14,5,2,1,0,0,9.1,22.7,0.02,0.0
3233,2025-12-27,2026-06-27,106,11,4,1,5,0,1,0,45.5,9.1,-0.04,0.0
3246,2025-12-27,2026-06-27,39,3,1,0,2,0,0,0,66.7,0.0,0.18,7.9
3251,2025-12-27,2026-06-27,144,24,10,7,0,3,4,0,0.0,29.2,0.06,0.0
3256,2025-12-27,2026-06-27,131,30,11,4,6,5,2,2,20.0,13.3,-0.02,0.0
3257,2025-12-27,2026-06-27,94,35,19,1,13,0,2,0,37.1,2.9,1.59,47.3
3265,2025-12-27,2026-06-27,95,21,12,4,1,0,2,2,4.8,19.0,1.61,45.7
3268,2025-12-27,2026-06-27,106,13,10,1,1,0,1,0,7.7,7.7,0.38,12.5
3277,2025-12-27,2026-06-27,107,9,5,1,3,0,0,0,33.3,11.1,0.09,2.9
3282,2025-12-27,2026-06-27,114,10,9,0,1,0,0,0,10.0,0.0,0.0,0.9
3284,2025-12-27,2026-06-27,108,17,12,2,1,2,0,0,5.9,11.8,0.13,2.8
3286,2025-12-27,2026-06-27,78,7,6,1,0,0,0,0,0.0,14.3,-0.01,0.0
3289,2025-12-27,2026-06-27,79,6,1,1,4,0,0,0,66.7,16.7,0.04,0.0
3293,2025-12-27,2026-06-27,89,1,1,0,0,0,0,0,0.0,0.0,0.02,1.1
3294,2025-12-27,2026-06-27,81,5,3,0,2,0,0,0,40.0,0.0,-0.07,0.0
3297,2025-12-27,2026-06-27,89,7,4,2,1,0,0,0,14.3,28.6,0.78,21.7
3300,2025-12-27,2026-06-27,147,33,18,4,2,4,4,1,6.1,12.1,-0.02,0.0
3302,2025-12-27,2026-06-27,86,13,3,0,6,1,2,1,46.2,0.0,0.05,1.2
3303,2025-12-27,2026-06-27,117,12,10,1,0,0,0,1,0.0,8.3,0.05,3.6
3304,2025-12-27,2026-06-27,142,28,17,4,3,2,2,0,10.7,14.3,0.01,0.0
3305,2025-12-27,2026-06-27,90,10,8,0,1,1,0,0,10.0,0.0,-0.03,0.0
3306,2025-12-27,2026-06-27,96,5,2,0,2,1,0,0,40.0,0.0,-0.03,0.0
3313,2025-12-27,2026-06-27,97,11,6,3,0,2,0,0,0.0,27.3,-0.06,0.0
3315,2025-12-27,2026-06-27,94,5,2,2,0,0,1,0,0.0,40.0,-0.07,0.0
3319,2025-12-27,2026-06-27,114,11,6,2,1,1,1,0,9.1,18.2,0.0,0.0
3327,2025-12-27,2026-06-27,123,24,16,3,3,1,1,0,12.5,12.5,0.49,15.6
3333,2025-12-27,2026-06-27,126,30,18,5,1,6,0,0,3.3,16.7,0.03,0.0
3334,2025-12-27,2026-06-27,154,21,17,0,1,2,0,1,4.8,0.0,0.09,1.3
3339,2025-12-27,2026-06-27,104,10,5,2,2,1,0,0,20.0,20.0,-0.07,0.0
3340,2025-12-27,2026-06-27,118,15,3,1,3,5,3,0,20.0,6.7,-0.05,0.8
3346,2025-12-27,2026-06-27,10,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0
3349,2025-12-27,2026-06-27,101,26,14,3,4,5,0,0,15.4,11.5,0.31,9.2
3350,2025-12-27,2026-06-27,123,20,14,2,3,0,1,0,15.0,10.0,-0.02,0.8
3352,2025-12-27,2026-06-27,112,0,0,0,0,0,0,0,,,-0.36,0.0
3353,2025-12-27,2026-06-27,69,3,1,0,0,2,0,0,0.0,0.0,0.0,0.0
3355,2025-12-27,2026-06-27,49,0,0,0,0,0,0,0,,,0.02,0.0
3357,2025-12-27,2026-06-27,112,7,6,0,1,0,0,0,14.3,0.0,0.0,0.9
3361,2025-12-27,2026-06-27,92,11,5,2,0,1,3,0,0.0,18.2,-0.09,0.0
3362,2025-12-27,2026-06-27,94,15,7,3,4,0,1,0,26.7,20.0,1.09,34.8
3370,2025-12-27,2026-06-27,90,7,3,2,2,0,0,0,28.6,28.6,-0.02,0.0
3372,2025-12-27,2026-06-27,61,2,2,0,0,0,0,0,0.0,0.0,-0.05,0.0
3377,2025-12-27,2026-06-27,98,5,0,3,1,1,0,0,20.0,60.0,-0.03,0.0
3381,2025-12-27,2026-06-27,110,16,6,0,10,0,0,0,62.5,0.0,0.04,1.9
3385,2025-12-27,2026-06-27,128,20,10,7,2,1,0,0,10.0,35.0,0.01,0.8
3388,2025-12-27,2026-06-27,107,29,16,2,9,1,1,0,31.0,6.9,0.05,1.9
3392,2025-12-27,2026-06-27,92,7,5,0,2,0,0,0,28.6,0.0,-0.02,0.0
3401,2025-12-27,2026-06-27,107,11,8,1,1,1,0,0,9.1,9.1,-0.08,0.0
3406,2025-12-27,2026-06-27,119,14,10,1,0,1,2,0,0.0,7.1,-0.04,0.0
3411,2025-12-27,2026-06-27,98,4,3,1,0,0,0,0,0.0,25.0,0.03,0.0
3412,2025-12-27,2026-06-27,141,36,22,3,3,7,1,0,8.3,8.3,-0.05,0.0
3415,2025-12-27,2026-06-27,121,31,20,7,3,0,1,0,9.7,22.6,0.26,8.3
3419,2025-12-27,2026-06-27,36,1,0,0,1,0,0,0,100.0,0.0,-0.15,0.0
3422,2025-12-27,2026-06-27,137,32,17,2,8,4,1,0,25.0,6.2,0.1,2.9
3430,2025-12-27,2026-06-27,103,10,7,0,1,2,0,0,10.0,0.0,0.05,0.0
3432,2025-12-27,2026-06-27,82,9,3,3,1,0,2,0,11.1,33.3,0.1,1.2
3434,2025-12-27,2026-06-27,108,10,9,0,0,0,1,0,0.0,0.0,-0.02,0.0
3435,2025-12-27,2026-06-27,105,25,18,3,2,1,1,0,8.0,12.0,0.01,0.0
3436,2025-12-27,2026-06-27,117,24,15,3,1,4,1,0,4.2,12.5,0.12,1.7
3439,2025-12-27,2026-06-27,123,28,16,3,3,4,2,0,10.7,10.7,0.01,0.0
3441,2025-12-27,2026-06-27,111,7,4,1,0,1,0,1,0.0,14.3,0.08,2.8
3442,2025-12-27,2026-06-27,72,5,3,0,0,2,0,0,0.0,0.0,0.0,0.0
3444,2025-12-27,2026-06-27,73,7,5,0,1,1,0,0,14.3,0.0,0.06,1.4
3445,2025-12-27,2026-06-27,113,9,8,1,0,0,0,0,0.0,11.1,0.0,0.0
3448,2025-12-27,2026-06-27,78,7,5,2,0,0,0,0,0.0,28.6,0.01,0.0
3454,2025-12-27,2026-06-27,105,13,6,1,2,2,2,0,15.4,7.7,-0.02,0.0
3455,2025-12-27,2026-06-27,124,17,10,4,1,1,1,0,5.9,23.5,0.02,0.8
3458,2025-12-27,2026-06-27,79,11,4,3,2,2,0,0,18.2,27.3,0.08,3.9
3459,2025-12-27,2026-06-27,98,4,0,0,3,0,1,0,75.0,0.0,-0.02,0.0
3461,2025-12-27,2026-06-27,70,3,2,0,1,0,0,0,33.3,0.0,-0.1,0.0
3463,2025-12-27,2026-06-27,115,12,4,2,1,4,1,0,8.3,16.7,0.02,0.9
3467,2025-12-27,2026-06-27,83,4,1,0,1,1,1,0,25.0,0.0,-0.02,0.0
3470,2025-12-27,2026-06-27,98,16,5,3,3,3,1,1,18.8,18.8,-0.03,0.0
3471,2025-12-27,2026-06-27,101,4,2,0,1,1,0,0,25.0,0.0,-0.06,1.0
3473,2025-12-27,2026-06-27,137,34,25,7,2,0,0,0,5.9,20.6,1.6,45.6
3474,2025-12-27,2026-06-27,127,10,5,2,3,0,0,0,30.0,20.0,-0.04,0.0
3475,2025-12-27,2026-06-27,88,21,11,1,7,2,0,0,33.3,4.8,0.07,2.3
3477,2025-12-27,2026-06-27,92,3,1,0,1,0,1,0,33.3,0.0,0.01,0.0
3478,2025-12-27,2026-06-27,111,15,9,4,0,1,1,0,0.0,26.7,0.0,0.0
3482,2025-12-27,2026-06-27,143,17,10,2,2,3,0,0,11.8,11.8,-0.06,0.0
3484,2025-12-27,2026-06-27,108,31,16,3,5,5,2,0,16.1,9.7,0.07,0.0
3489,2025-12-27,2026-06-27,142,31,19,3,4,3,2,0,12.9,9.7,0.08,2.1
3497,2025-12-27,2026-06-27,102,16,10,2,1,3,0,0,6.2,12.5,-0.02,0.0
3499,2025-12-27,2026-06-27,117,32,21,3,1,3,4,0,3.1,9.4,0.17,4.3
3502,2025-12-27,2026-06-27,111,14,8,0,6,0,0,0,42.9,0.0,0.14,3.7
3503,2025-12-27,2026-06-27,99,3,1,0,1,1,0,0,33.3,0.0,-0.07,0.0
3505,2025-12-27,2026-06-27,105,16,9,3,0,2,2,0,0.0,18.8,0.03,0.0
3507,2025-12-27,2026-06-27,89,7,6,0,0,1,0,0,0.0,0.0,0.18,5.7
3508,2025-12-27,2026-06-27,92,18,10,4,4,0,0,0,22.2,22.2,-0.01,1.1
3509,2025-12-27,2026-06-27,91,3,3,0,0,0,0,0,0.0,0.0,-0.01,0.0
3514,2025-12-27,2026-06-27,146,38,20,5,6,5,2,0,15.8,13.2,0.0,0.0
3516,2025-12-27,2026-06-27,76,7,4,0,2,0,0,1,28.6,0.0,-0.05,0.0
3517,2025-12-27,2026-06-27,108,20,9,3,4,4,0,0,20.0,15.0,0.19,7.4
3518,2025-12-27,2026-06-27,89,6,2,2,0,2,0,0,0.0,33.3,-0.04,0.0
3519,2025-12-27,2026-06-27,99,6,2,1,0,2,0,1,0.0,16.7,-0.1,0.0
3523,2025-12-27,2026-06-27,84,6,2,0,1,0,3,0,16.7,0.0,-0.02,0.0
3527,2025-12-27,2026-06-27,112,11,5,3,1,1,1,0,9.1,27.3,0.05,0.0
3528,2025-12-27,2026-06-27,105,8,5,0,2,1,0,0,25.0,0.0,0.0,0.0
3532,2025-12-27,2026-06-27,61,14,6,3,4,0,0,1,28.6,21.4,0.9,26.2
3535,2025-12-27,2026-06-27,97,8,7,0,0,0,1,0,0.0,0.0,-0.06,0.0
3538,2025-12-27,2026-06-27,44,3,1,0,2,0,0,0,66.7,0.0,-0.05,2.3
3539,2025-12-27,2026-06-27,120,8,5,2,1,0,0,0,12.5,25.0,0.25,7.0
3541,2025-12-27,2026-06-27,130,26,16,2,4,3,1,0,15.4,7.7,0.02,0.8
3542,2025-12-27,2026-06-27,112,8,4,2,2,0,0,0,25.0,25.0,1.27,42.0
3543,2025-12-27,2026-06-27,55,9,5,2,1,1,0,0,11.1,22.2,0.0,0.0
3544,2025-12-27,2026-06-27,97,3,1,1,1,0,0,0,33.3,33.3,-0.06,0.0
3546,2025-12-27,2026-06-27,102,6,3,0,1,1,0,1,16.7,0.0,0.13,2.0
3548,2025-12-27,2026-06-27,130,23,15,2,2,3,1,0,8.7,8.7,0.02,0.0
3550,2025-12-27,2026-06-27,137,34,15,2,14,3,0,0,41.2,5.9,0.03,1.5
3551,2025-12-27,2026-06-27,85,7,1,2,0,1,2,1,0.0,28.6,0.0,0.0
3554,2025-12-27,2026-06-27,145,32,19,6,1,4,2,0,3.1,18.8,0.5,13.8
3556,2025-12-27,2026-06-27,116,30,19,1,6,1,3,0,20.0,3.3,0.03,0.0
3557,2025-12-27,2026-06-27,164,35,21,3,6,3,1,1,17.1,8.6,0.04,1.2
3558,2025-12-27,2026-06-27,96,13,7,0,2,3,1,0,15.4,0.0,0.1,3.1
3562,2025-12-27,2026-06-27,132,28,15,3,5,2,3,0,17.9,10.7,0.08,0.8
3563,2025-12-27,2026-06-27,121,14,7,1,2,1,3,0,14.3,7.1,0.31,7.4
3564,2025-12-27,2026-06-27,116,12,3,1,4,2,2,0,33.3,8.3,-0.08,0.0
3566,2025-12-27,2026-06-27,107,15,8,1,3,1,2,0,20.0,6.7,0.05,1.0
3567,2025-12-27,2026-06-27,63,4,2,1,1,0,0,0,25.0,25.0,-0.08,0.0
3568,2025-12-27,2026-06-27,108,14,7,2,4,1,0,0,28.6,14.3,0.18,3.8
3569,2025-12-27,2026-06-27,98,5,3,1,1,0,0,0,20.0,20.0,0.03,0.0
3572,2025-12-27,2026-06-27,137,15,9,2,3,1,0,0,20.0,13.3,0.01,0.0
3574,2025-12-27,2026-06-27,130,27,16,3,4,1,3,0,14.8,11.1,1.19,38.0
3576,2025-12-27,2026-06-27,124,25,16,1,3,1,4,0,12.0,4.0,0.21,3.3
3577,2025-12-27,2026-06-27,96,12,5,2,2,2,0,1,16.7,16.7,-0.17,0.0
3578,2025-12-27,2026-06-27,73,6,3,0,3,0,0,0,50.0,0.0,-0.01,0.0
3579,2025-12-27,2026-06-27,77,7,3,1,2,1,0,0,28.6,14.3,0.01,0.0
3580,2025-12-27,2026-06-27,108,5,4,0,0,1,0,0,0.0,0.0,-0.04,0.0
3581,2025-12-27,2026-06-27,123,12,8,0,0,1,2,1,0.0,0.0,0.03,0.0
3582,2025-12-27,2026-06-27,104,25,11,6,3,3,2,0,12.0,24.0,1.12,35.6
3583,2025-12-27,2026-06-27,79,1,0,0,0,1,0,0,0.0,0.0,-0.12,0.0
3584,2025-12-27,2026-06-27,115,13,6,2,2,0,3,0,15.4,15.4,-0.01,0.0
3587,2025-12-27,2026-06-27,105,7,6,0,1,0,0,0,14.3,0.0,-0.05,0.0
3589,2025-12-27,2026-06-27,86,12,8,3,1,0,0,0,8.3,25.0,-0.01,1.2
3590,2025-12-27,2026-06-27,126,31,18,5,5,2,1,0,16.1,16.1,0.01,0.0
3591,2025-12-27,2026-06-27,78,4,3,0,0,0,1,0,0.0,0.0,0.0,1.3
3596,2025-12-27,2026-06-27,84,8,6,0,1,0,1,0,12.5,0.0,-0.01,0.0
3602,2025-12-27,2026-06-27,83,2,0,1,1,0,0,0,50.0,50.0,-0.07,0.0
3604,2025-12-27,2026-06-27,108,9,8,0,1,0,0,0,11.1,0.0,-0.02,0.9
3605,2025-12-27,2026-06-27,93,9,6,1,0,2,0,0,0.0,11.1,-0.08,0.0
3606,2025-12-27,2026-06-27,113,18,8,4,3,2,1,0,16.7,22.2,-0.01,0.0
3611,2025-12-27,2026-06-27,102,18,10,2,2,2,2,0,11.1,11.1,-0.03,0.0
3612,2025-12-27,2026-06-27,149,36,21,3,7,3,2,0,19.4,8.3,0.41,11.7
3613,2025-12-27,2026-06-27,136,26,14,4,4,2,2,0,15.4,15.4,0.05,0.0
3614,2025-12-27,2026-06-27,118,4,1,0,3,0,0,0,75.0,0.0,-0.02,0.0
3615,2025-12-27,2026-06-27,101,10,7,0,2,1,0,0,20.0,0.0,-0.03,0.0
3616,2025-12-27,2026-06-27,87,8,4,1,0,1,1,1,0.0,12.5,0.03,0.0
3617,2025-12-27,2026-06-27,85,12,5,2,2,1,1,1,16.7,16.7,0.0,0.0
3618,2025-12-27,2026-06-27,138,32,17,1,10,2,2,0,31.2,3.1,0.03,0.7
3619,2025-12-27,2026-06-27,108,10,6,0,1,2,1,0,10.0,0.0,0.02,1.9
3620,2025-12-27,2026-06-27,86,10,6,4,0,0,0,0,0.0,40.0,0.11,3.6
3621,2025-12-27,2026-06-27,79,7,3,1,0,3,0,0,0.0,14.3,0.11,2.6
3623,2025-12-27,2026-06-27,132,49,27,12,5,0,5,0,10.2,24.5,1.39,44.7
3627,2025-12-27,2026-06-27,119,16,8,0,4,0,2,2,25.0,0.0,0.4,12.8
3629,2025-12-27,2026-06-27,105,27,15,3,3,4,2,0,11.1,11.1,0.09,5.8
3630,2025-12-27,2026-06-27,69,2,1,0,0,1,0,0,0.0,0.0,-0.03,0.0
3631,2025-12-27,2026-06-27,73,1,0,0,1,0,0,0,100.0,0.0,-0.07,0.0
3635,2025-12-27,2026-06-27,93,9,6,2,0,1,0,0,0.0,22.2,-0.03,0.0
3637,2025-12-27,2026-06-27,98,6,4,1,0,1,0,0,0.0,16.7,-0.1,0.0
3641,2025-12-27,2026-06-27,130,31,15,6,2,6,1,1,6.5,19.4,0.05,2.3
3642,2025-12-27,2026-06-27,74,6,3,1,1,1,0,0,16.7,16.7,-0.06,0.0
3643,2025-12-27,2026-06-27,115,18,12,0,0,2,4,0,0.0,0.0,0.03,0.9
3645,2025-12-27,2026-06-27,44,7,3,1,2,1,0,0,28.6,14.3,-0.05,0.0
3647,2025-12-27,2026-06-27,109,2,2,0,0,0,0,0,0.0,0.0,-0.18,0.0
3652,2025-12-27,2026-06-27,90,6,5,0,1,0,0,0,16.7,0.0,-0.07,0.0
3653,2025-12-27,2026-06-27,77,5,4,0,0,1,0,0,0.0,0.0,-0.03,0.0
3654,2025-12-27,2026-06-27,131,41,22,3,7,7,2,0,17.1,7.3,0.14,3.8
3655,2025-12-27,2026-06-27,137,16,13,0,0,1,1,1,0.0,0.0,0.13,3.0
3656,2025-12-27,2026-06-27,94,7,4,0,1,2,0,0,14.3,0.0,-0.02,0.0
3659,2025-12-27,2026-06-27,78,12,10,1,1,0,0,0,8.3,8.3,0.0,0.0
3660,2025-12-27,2026-06-27,73,2,1,0,0,1,0,0,0.0,0.0,-0.06,0.0
3661,2025-12-27,2026-06-27,107,17,7,1,2,5,2,0,11.8,5.9,0.03,0.0
3662,2025-12-27,2026-06-27,101,21,10,1,5,3,2,0,23.8,4.8,-0.04,0.0
3663,2025-12-27,2026-06-27,129,24,14,1,2,5,2,0,8.3,4.2,0.02,0.0
3664,2025-12-27,2026-06-27,101,9,7,0,1,0,1,0,11.1,0.0,-0.1,0.0
3679,2025-12-27,2026-06-27,122,23,16,4,1,1,1,0,4.3,17.4,0.03,1.6
3680,2025-12-27,2026-06-27,111,9,2,1,3,2,1,0,33.3,11.1,0.0,0.0
3681,2025-12-27,2026-06-27,83,9,6,1,1,1,0,0,11.1,11.1,0.02,0.0
3684,2025-12-27,2026-06-27,100,17,9,3,2,2,1,0,11.8,17.6,0.07,3.0
3685,2025-12-27,2026-06-27,110,19,7,1,4,4,3,0,21.1,5.3,-0.08,0.0
3686,2025-12-27,2026-06-27,118,30,17,4,5,2,2,0,16.7,13.3,0.06,0.0
3687,2025-12-27,2026-06-27,102,16,12,1,1,1,1,0,6.2,6.2,0.72,24.0
3690,2025-12-27,2026-06-27,108,11,5,2,3,1,0,0,27.3,18.2,-0.03,0.0
3692,2025-12-27,2026-06-27,112,11,8,1,2,0,0,0,18.2,9.1,0.02,0.0
3696,2025-12-27,2026-06-27,94,13,6,2,3,1,1,0,23.1,15.4,-0.05,0.0
3699,2025-12-27,2026-06-27,76,2,0,2,0,0,0,0,0.0,100.0,0.0,1.4
3701,2025-12-27,2026-06-27,92,5,1,1,1,1,1,0,20.0,20.0,-0.06,0.0
3703,2025-12-27,2026-06-27,128,29,13,1,3,5,6,1,10.3,3.4,0.28,8.7
3704,2025-12-27,2026-06-27,79,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0
3708,2025-12-27,2026-06-27,100,10,6,0,2,1,1,0,20.0,0.0,0.06,1.0
3710,2025-12-27,2026-06-27,108,12,5,4,0,1,2,0,0.0,33.3,0.02,1.0
3711,2025-12-27,2026-06-27,157,29,17,4,5,2,1,0,17.2,13.8,0.05,1.3
3712,2025-12-27,2026-06-27,109,14,9,2,1,2,0,0,7.1,14.3,0.0,0.0
3713,2025-12-27,2026-06-27,133,27,14,3,5,3,2,0,18.5,11.1,0.02,2.3
3714,2025-12-27,2026-06-27,106,10,6,0,2,2,0,0,20.0,0.0,-0.08,0.0
3715,2025-12-27,2026-06-27,100,9,7,0,1,0,1,0,11.1,0.0,0.01,0.0
3716,2025-12-27,2026-06-27,116,31,18,1,7,4,1,0,22.6,3.2,0.02,0.0
3717,2025-12-27,2026-06-27,92,15,9,2,2,2,0,0,13.3,13.3,-0.07,0.0
3718,2025-12-27,2026-06-27,100,15,10,3,2,0,0,0,13.3,20.0,-0.11,0.0
3719,2025-12-27,2026-06-27,130,26,17,1,2,4,2,0,7.7,3.8,0.06,2.3
3721,2025-12-27,2026-06-27,116,23,18,1,2,2,0,0,8.7,4.3,0.13,4.3
3722,2025-12-27,2026-06-27,99,1,0,0,1,0,0,0,100.0,0.0,-0.05,0.0
3726,2025-12-27,2026-06-27,76,10,1,3,4,1,0,1,40.0,30.0,0.08,1.3
3730,2025-12-27,2026-06-27,102,14,9,1,3,0,1,0,21.4,7.1,-0.02,1.0
3731,2025-12-27,2026-06-27,91,8,5,1,2,0,0,0,25.0,12.5,0.4,13.5
3737,2025-12-27,2026-06-27,129,33,19,5,5,2,2,0,15.2,15.2,0.05,1.6
3740,2025-12-27,2026-06-27,145,37,16,3,6,7,5,0,16.2,8.1,-0.04,0.0
3741,2025-12-27,2026-06-27,94,5,5,0,0,0,0,0,0.0,0.0,-0.04,1.1
3742,2025-12-27,2026-06-27,93,14,7,3,1,2,1,0,7.1,21.4,0.03,1.1
3743,2025-12-27,2026-06-27,122,19,11,2,2,2,2,0,10.5,10.5,0.56,16.5
3744,2025-12-27,2026-06-27,149,48,29,9,1,6,2,1,2.1,18.8,0.23,9.5
3745,2025-12-27,2026-06-27,94,9,7,1,0,0,1,0,0.0,11.1,0.03,0.0
3746,2025-12-27,2026-06-27,148,23,17,3,0,1,2,0,0.0,13.0,0.01,0.7
3747,2025-12-27,2026-06-27,99,13,8,3,0,2,0,0,0.0,23.1,-0.01,0.0
3748,2025-12-27,2026-06-27,105,6,3,0,0,3,0,0,0.0,0.0,-0.12,0.0
3752,2025-12-27,2026-06-27,107,8,5,2,0,0,1,0,0.0,25.0,-0.05,0.0
3757,2025-12-27,2026-06-27,99,12,6,1,4,1,0,0,33.3,8.3,0.02,0.0
3761,2025-12-27,2026-06-27,104,19,13,2,2,2,0,0,10.5,10.5,0.04,0.0
3769,2025-12-27,2026-06-27,94,13,6,2,2,1,2,0,15.4,15.4,0.04,1.1
3771,2025-12-27,2026-06-27,104,16,8,1,2,2,3,0,12.5,6.2,0.0,0.0
3772,2025-12-27,2026-06-27,98,7,4,0,2,0,1,0,28.6,0.0,0.0,0.0
3773,2025-12-27,2026-06-27,99,6,4,1,0,0,1,0,0.0,16.7,0.02,1.1
3775,2025-12-27,2026-06-27,105,5,3,0,0,1,1,0,0.0,0.0,-0.14,0.0
3776,2025-12-27,2026-06-27,96,2,0,1,0,0,0,1,0.0,50.0,-0.07,0.0
3777,2025-12-27,2026-06-27,143,38,17,4,6,6,5,0,15.8,10.5,-0.03,0.0
3778,2025-12-27,2026-06-27,59,0,0,0,0,0,0,0,,,-0.08,0.0
3779,2025-12-27,2026-06-27,123,29,18,2,4,2,2,1,13.8,6.9,0.14,4.1
3783,2025-12-27,2026-06-27,141,30,15,5,4,3,3,0,13.3,16.7,0.06,2.1
3784,2025-12-27,2026-06-27,100,10,6,1,1,2,0,0,10.0,10.0,-0.06,0.0
3787,2025-12-27,2026-06-27,78,4,2,0,1,0,1,0,25.0,0.0,0.04,1.3
3788,2025-12-27,2026-06-27,56,12,4,2,3,3,0,0,25.0,16.7,-0.05,1.8
3790,2025-12-27,2026-06-27,110,8,5,0,2,0,1,0,25.0,0.0,0.05,0.9
3792,2025-12-27,2026-06-27,94,18,9,1,4,3,1,0,22.2,5.6,0.01,0.0
3793,2025-12-27,2026-06-27,75,6,4,2,0,0,0,0,0.0,33.3,-0.18,0.0
3796,2025-12-27,2026-06-27,100,10,5,2,2,1,0,0,20.0,20.0,-0.06,0.0
3797,2025-12-27,2026-06-27,123,4,2,1,0,1,0,0,0.0,25.0,-0.07,0.0
3800,2025-12-27,2026-06-27,77,11,7,0,2,2,0,0,18.2,0.0,-0.05,0.0
3801,2025-12-27,2026-06-27,71,9,2,0,7,0,0,0,77.8,0.0,-0.11,0.0
3804,2025-12-27,2026-06-27,118,9,5,1,0,1,2,0,0.0,11.1,0.0,0.0
3805,2025-12-27,2026-06-27,104,13,8,2,2,1,0,0,15.4,15.4,0.05,0.0
3807,2025-12-27,2026-06-27,114,9,4,2,1,1,1,0,11.1,22.2,0.0,0.0
3808,2025-12-27,2026-06-27,101,7,5,1,0,1,0,0,0.0,14.3,-0.01,0.0
3809,2025-12-27,2026-06-27,75,2,0,0,0,1,1,0,0.0,0.0,-0.12,0.0
3811,2025-12-27,2026-06-27,141,37,14,3,3,10,7,0,8.1,8.1,-0.02,0.0
3812,2025-12-27,2026-06-27,93,8,5,3,0,0,0,0,0.0,37.5,-0.01,0.0
3813,2025-12-27,2026-06-27,133,34,19,6,3,3,3,0,8.8,17.6,0.06,1.5
3814,2025-12-27,2026-06-27,109,11,3,3,1,3,1,0,9.1,27.3,-0.03,0.0
3820,2025-12-27,2026-06-27,69,1,1,0,0,0,0,0,0.0,0.0,0.38,9.4
3822,2025-12-27,2026-06-27,110,25,14,2,5,2,2,0,20.0,8.0,0.05,0.9
3825,2025-12-27,2026-06-27,66,5,2,0,2,1,0,0,40.0,0.0,-0.03,0.0
3826,2025-12-27,2026-06-27,127,22,11,2,3,3,3,0,13.6,9.1,0.06,0.0
3827,2025-12-27,2026-06-27,107,4,3,0,0,0,1,0,0.0,0.0,-0.04,0.0
3828,2025-12-27,2026-06-27,105,11,7,1,1,1,1,0,9.1,9.1,-0.06,0.0
3831,2025-12-27,2026-06-27,111,10,5,1,4,0,0,0,40.0,10.0,0.03,0.9
3832,2025-12-27,2026-06-27,41,1,0,0,0,1,0,0,0.0,0.0,-0.12,0.0
3833,2025-12-27,2026-06-27,149,34,23,5,3,3,0,0,8.8,14.7,0.06,1.4
3834,2025-12-27,2026-06-27,96,8,7,0,1,0,0,0,12.5,0.0,-0.06,1.1
3837,2025-12-27,2026-06-27,119,33,17,7,1,6,2,0,3.0,21.2,-0.01,0.0
3838,2025-12-27,2026-06-27,94,15,5,4,3,2,0,1,20.0,26.7,-0.06,0.0
3839,2025-12-27,2026-06-27,104,1,1,0,0,0,0,0,0.0,0.0,-0.18,0.0
3841,2025-12-27,2026-06-27,116,18,9,6,0,2,1,0,0.0,33.3,0.02,0.0
